dataset,sample_id,split,foreground_voxels,node_count,edge_count,patient_id,max_interior_depth_voxels,bounding_box_min,bounding_box_max
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0085,train,122,0,0,000206,5,"[57, 26, 58]","[63, 34, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0117,train,3,0,0,000206,0,"[63, 0, 52]","[63, 2, 52]"
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0118,train,91,0,0,000206,1,"[62, 0, 18]","[63, 63, 45]"
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0119,train,84,0,0,000206,1,"[62, 24, 0]","[63, 63, 10]"
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0123,train,484,0,0,000206,4,"[29, 9, 0]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0142,train,1,0,0,000206,0,"[0, 63, 14]","[0, 63, 14]"
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0148,train,85,0,0,000206,2,"[56, 60, 59]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0177,train,52,0,0,000206,2,"[61, 32, 48]","[63, 48, 60]"
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0181,train,37,0,0,000206,2,"[61, 0, 48]","[63, 11, 56]"
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0192,train,85,0,0,000206,2,"[18, 60, 59]","[25, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0210,train,36,0,0,000206,1,"[0, 0, 36]","[31, 23, 40]"
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0211,train,36,0,0,000206,1,"[0, 0, 1]","[31, 23, 5]"
TopBrain_Data_Release_Batches1n2_081425,sample_000209_0144,train,12,0,0,000209,4,"[42, 59, 44]","[44, 63, 46]"
TopBrain_Data_Release_Batches1n2_081425,sample_000209_0180,train,12,0,0,000209,4,"[7, 59, 44]","[9, 63, 46]"
TopBrain_Data_Release_Batches1n2_081425,sample_000209_0181,train,12,0,0,000209,4,"[7, 59, 5]","[9, 63, 7]"
TopBrain_Data_Release_Batches1n2_081425,sample_000211_0020,train,63,0,0,000211,1,"[60, 60, 0]","[63, 63, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000211_0105,train,69,0,0,000211,2,"[60, 59, 56]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000211_0130,train,10,0,0,000211,1,"[47, 0, 62]","[50, 1, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000211_0131,train,14,0,0,000211,1,"[47, 0, 28]","[50, 1, 30]"
TopBrain_Data_Release_Batches1n2_081425,sample_000211_0175,train,10,0,0,000211,1,"[10, 0, 62]","[13, 1, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000211_0176,train,14,0,0,000211,1,"[10, 0, 28]","[13, 1, 30]"
TopBrain_Data_Release_Batches1n2_081425,sample_000211_0213,train,57,0,0,000211,1,"[0, 58, 60]","[5, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000211_0223,train,88,0,0,000211,2,"[0, 0, 52]","[7, 5, 58]"
TopBrain_Data_Release_Batches1n2_081425,sample_000211_0224,train,88,0,0,000211,2,"[0, 0, 18]","[7, 5, 24]"
TopBrain_Data_Release_Batches1n2_081425,sample_000211_0238,train,3,0,0,000211,0,"[62, 34, 0]","[63, 35, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000211_0283,train,9,0,0,000211,0,"[25, 34, 0]","[29, 35, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0030,train,172,0,0,000212,2,"[61, 28, 3]","[63, 48, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0035,train,116,0,0,000212,2,"[61, 0, 3]","[63, 12, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0128,train,36,0,0,000212,1,"[60, 33, 0]","[63, 63, 2]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0133,train,73,0,0,000212,1,"[60, 0, 0]","[63, 33, 4]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0139,train,24,0,0,000212,1,"[62, 55, 31]","[63, 63, 36]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0141,train,39,0,0,000212,1,"[62, 30, 33]","[63, 42, 41]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0142,train,47,0,0,000212,0,"[62, 30, 0]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0143,train,498,0,0,000212,3,"[59, 40, 27]","[63, 63, 57]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0144,train,471,0,0,000212,3,"[59, 19, 0]","[63, 63, 36]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0149,train,608,0,0,000212,4,"[57, 4, 0]","[63, 34, 23]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0213,train,40,0,0,000212,0,"[0, 0, 5]","[7, 20, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0234,train,1281,0,0,000212,4,"[0, 0, 44]","[4, 63, 58]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0236,train,2,0,0,000212,0,"[10, 0, 60]","[11, 0, 60]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0237,train,2,0,0,000212,0,"[10, 0, 26]","[11, 0, 26]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0239,train,1323,0,0,000212,5,"[0, 0, 32]","[5, 62, 56]"
TopBrain_Data_Release_Batches1n2_081425,sample_000212_0244,train,500,0,0,000212,5,"[0, 0, 32]","[5, 26, 47]"
TopBrain_Data_Release_Batches1n2_081425,sample_000173_0030,val,71,0,0,000173,1,"[48, 0, 18]","[63, 1, 26]"
TopBrain_Data_Release_Batches1n2_081425,sample_000173_0094,val,4,0,0,000173,0,"[35, 63, 0]","[37, 63, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000173_0466,val,739,0,0,000173,4,"[41, 54, 55]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000173_0544,val,152,0,0,000173,2,"[0, 27, 11]","[2, 49, 17]"
TopBrain_Data_Release_Batches1n2_081425,sample_000173_0549,val,81,0,0,000173,2,"[0, 0, 11]","[2, 10, 16]"
TopBrain_Data_Release_Batches1n2_081425,sample_000173_0687,val,6,0,0,000173,0,"[63, 61, 38]","[63, 63, 39]"
TopBrain_Data_Release_Batches1n2_081425,sample_000173_0688,val,6,0,0,000173,0,"[63, 61, 4]","[63, 63, 5]"
TopBrain_Data_Release_Batches1n2_081425,sample_000173_0852,val,10,0,0,000173,0,"[2, 1, 0]","[61, 21, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000173_0874,val,18,0,0,000173,0,"[17, 0, 0]","[24, 1, 4]"
TopBrain_Data_Release_Batches1n2_081425,sample_000177_0280,val,5,0,0,000177,0,"[62, 0, 38]","[63, 0, 40]"
TopBrain_Data_Release_Batches1n2_081425,sample_000177_0281,val,4,0,0,000177,0,"[62, 0, 0]","[63, 0, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000177_0310,val,89,0,0,000177,2,"[50, 61, 56]","[56, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000177_0311,val,136,0,0,000177,2,"[50, 61, 17]","[56, 63, 30]"
TopBrain_Data_Release_Batches1n2_081425,sample_000177_0370,val,89,0,0,000177,2,"[11, 61, 56]","[17, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000177_0371,val,136,0,0,000177,2,"[11, 61, 17]","[17, 63, 30]"
TopBrain_Data_Release_Batches1n2_081425,sample_000177_0460,val,2,0,0,000177,0,"[0, 44, 48]","[0, 45, 49]"
TopBrain_Data_Release_Batches1n2_081425,sample_000177_0461,val,2,0,0,000177,0,"[0, 44, 9]","[0, 45, 10]"
TopBrain_Data_Release_Batches1n2_081425,sample_000177_0464,val,2,0,0,000177,0,"[0, 6, 48]","[0, 7, 49]"
TopBrain_Data_Release_Batches1n2_081425,sample_000177_0465,val,2,0,0,000177,0,"[0, 6, 9]","[0, 7, 10]"
TopBrain_Data_Release_Batches1n2_081425,sample_000177_0495,val,104,0,0,000177,1,"[46, 62, 6]","[63, 63, 17]"
TopBrain_Data_Release_Batches1n2_081425,sample_000177_0512,val,164,0,0,000177,1,"[38, 0, 28]","[54, 1, 37]"
TopBrain_Data_Release_Batches1n2_081425,sample_000177_0572,val,164,0,0,000177,1,"[0, 0, 28]","[16, 1, 37]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0031,val,15,0,0,000183,0,"[8, 0, 63]","[11, 3, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0087,val,13,0,0,000183,1,"[53, 62, 38]","[57, 63, 40]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0162,val,13,0,0,000183,1,"[14, 62, 38]","[18, 63, 40]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0163,val,13,0,0,000183,1,"[14, 62, 6]","[18, 63, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0185,val,993,0,0,000183,6,"[57, 5, 5]","[63, 40, 14]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0190,val,41,0,0,000183,2,"[60, 0, 6]","[63, 3, 11]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0264,val,23,0,0,000183,0,"[0, 45, 6]","[0, 56, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0269,val,23,0,0,000183,0,"[0, 8, 6]","[0, 19, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0324,val,15,0,0,000183,0,"[63, 45, 0]","[63, 50, 3]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0329,val,15,0,0,000183,0,"[63, 7, 0]","[63, 12, 3]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0395,val,424,0,0,000183,3,"[0, 53, 0]","[3, 63, 17]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0400,val,483,0,0,000183,3,"[0, 15, 0]","[3, 29, 17]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0466,val,46,0,0,000183,1,"[55, 59, 62]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0541,val,52,0,0,000183,1,"[17, 59, 62]","[28, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0571,val,177,0,0,000183,3,"[0, 3, 23]","[3, 25, 33]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0642,val,1,0,0,000183,0,"[0, 0, 37]","[0, 0, 37]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0643,val,33,0,0,000183,1,"[0, 0, 5]","[63, 1, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0644,val,32,0,0,000183,1,"[54, 0, 30]","[63, 1, 32]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0769,val,2,0,0,000183,0,"[37, 63, 18]","[37, 63, 19]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0770,val,96,0,0,000183,2,"[53, 61, 32]","[63, 63, 41]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0781,val,21,0,0,000183,1,"[62, 0, 16]","[63, 2, 21]"
TopBrain_Data_Release_Batches1n2_081425,sample_000183_0845,val,106,0,0,000183,2,"[15, 61, 32]","[28, 63, 43]"
TopBrain_Data_Release_Batches1n2_081425,sample_000193_0012,val,2,0,0,000193,0,"[12, 63, 63]","[13, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000193_0137,val,1878,0,0,000193,8,"[49, 0, 0]","[63, 33, 22]"
TopBrain_Data_Release_Batches1n2_081425,sample_000193_0247,val,11,0,0,000193,0,"[24, 61, 0]","[29, 63, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000193_0290,val,110,0,0,000193,1,"[26, 56, 61]","[40, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000193_0296,val,37,0,0,000193,1,"[0, 49, 0]","[2, 60, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000193_0300,val,268,0,0,000193,3,"[0, 11, 0]","[52, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000193_0303,val,28,0,0,000193,0,"[30, 0, 0]","[37, 3, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000193_0315,val,149,0,0,000193,1,"[0, 40, 0]","[63, 61, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000193_0347,val,72,0,0,000193,2,"[0, 57, 25]","[3, 63, 49]"
TopBrain_Data_Release_Batches1n2_081425,sample_000193_0359,val,13,0,0,000193,0,"[41, 61, 0]","[46, 63, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000193_0363,val,62,0,0,000193,0,"[41, 23, 0]","[55, 30, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000193_0371,val,189,0,0,000193,1,"[17, 48, 0]","[34, 63, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000193_0529,val,37,0,0,000193,1,"[0, 0, 0]","[63, 4, 22]"
TopBrain_Data_Release_Batches1n2_081425,sample_000197_0015,val,9,0,0,000197,0,"[17, 43, 0]","[20, 46, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000197_0019,val,9,0,0,000197,0,"[17, 8, 0]","[20, 11, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000197_0143,val,2,0,0,000197,0,"[0, 33, 52]","[0, 34, 52]"
TopBrain_Data_Release_Batches1n2_081425,sample_000197_0180,val,211,0,0,000197,3,"[0, 0, 2]","[25, 63, 62]"
TopBrain_Data_Release_Batches1n2_081425,sample_000197_0207,val,9,0,0,000197,0,"[29, 60, 0]","[34, 62, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000207_0020,val,17,0,0,000207,0,"[63, 40, 14]","[63, 46, 17]"
TopBrain_Data_Release_Batches1n2_081425,sample_000207_0025,val,17,0,0,000207,0,"[63, 2, 14]","[63, 8, 17]"
TopBrain_Data_Release_Batches1n2_081425,sample_000207_0043,val,148,0,0,000207,2,"[61, 26, 50]","[63, 46, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000207_0044,val,356,0,0,000207,3,"[60, 26, 13]","[63, 63, 36]"
TopBrain_Data_Release_Batches1n2_081425,sample_000207_0049,val,696,0,0,000207,4,"[59, 0, 19]","[63, 63, 45]"
TopBrain_Data_Release_Batches1n2_081425,sample_000207_0054,val,498,0,0,000207,3,"[59, 0, 37]","[63, 63, 49]"
TopBrain_Data_Release_Batches1n2_081425,sample_000207_0059,val,86,0,0,000207,1,"[61, 0, 43]","[63, 27, 49]"
TopBrain_Data_Release_Batches1n2_081425,sample_000207_0134,val,167,0,0,000207,2,"[0, 34, 44]","[2, 63, 51]"
TopBrain_Data_Release_Batches1n2_081425,sample_000207_0139,val,684,0,0,000207,2,"[0, 0, 44]","[3, 63, 55]"
TopBrain_Data_Release_Batches1n2_081425,sample_000207_0196,val,57,0,0,000207,1,"[0, 35, 29]","[1, 47, 42]"
TopBrain_Data_Release_Batches1n2_081425,sample_000207_0197,val,33,0,0,000207,1,"[0, 42, 0]","[1, 47, 5]"
TopBrain_Data_Release_Batches1n2_081425,sample_000208_0076,val,99,0,0,000208,2,"[61, 14, 7]","[63, 28, 57]"
TopBrain_Data_Release_Batches1n2_081425,sample_000208_0080,val,22,0,0,000208,0,"[51, 0, 8]","[60, 0, 10]"
TopBrain_Data_Release_Batches1n2_081425,sample_000208_0258,val,41,0,0,000208,2,"[42, 61, 13]","[51, 63, 17]"
TopBrain_Data_Release_Batches1n2_081425,sample_000208_0265,val,93,0,0,000208,2,"[27, 60, 0]","[39, 63, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000208_0285,val,2,0,0,000208,0,"[0, 0, 23]","[1, 0, 23]"
TopBrain_Data_Release_Batches1n2_081425,sample_000208_0308,val,41,0,0,000208,2,"[6, 61, 13]","[15, 63, 17]"
TopBrain_Data_Release_Batches1n2_081425,sample_000208_0315,val,7,0,0,000208,0,"[0, 63, 4]","[3, 63, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000208_0330,val,39,0,0,000208,1,"[0, 0, 6]","[9, 1, 9]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0016,test,11,0,0,000172,1,"[26, 62, 62]","[29, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0065,test,37,0,0,000172,1,"[53, 62, 57]","[61, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0066,test,39,0,0,000172,1,"[53, 62, 18]","[61, 63, 25]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0072,test,132,0,0,000172,3,"[58, 59, 13]","[63, 63, 22]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0121,test,37,0,0,000172,1,"[16, 62, 57]","[24, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0122,test,39,0,0,000172,1,"[16, 62, 18]","[24, 63, 25]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0240,test,698,0,0,000172,5,"[49, 51, 54]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0290,test,6,0,0,000172,0,"[63, 58, 54]","[63, 61, 55]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0291,test,6,0,0,000172,0,"[63, 58, 16]","[63, 61, 17]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0296,test,1304,0,0,000172,5,"[12, 51, 54]","[40, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0352,test,65,0,0,000172,1,"[0, 54, 60]","[3, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0356,test,304,0,0,000172,2,"[0, 15, 57]","[26, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0387,test,1,0,0,000172,0,"[24, 0, 43]","[24, 0, 43]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0408,test,323,0,0,000172,3,"[31, 56, 59]","[50, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0431,test,90,0,0,000172,0,"[33, 40, 0]","[55, 48, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0464,test,261,0,0,000172,3,"[0, 56, 59]","[13, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0481,test,79,0,0,000172,1,"[0, 0, 0]","[2, 28, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0484,test,2,0,0,000172,0,"[0, 0, 15]","[0, 1, 15]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0487,test,74,0,0,000172,0,"[0, 40, 0]","[18, 48, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0533,test,780,0,0,000172,5,"[19, 0, 0]","[38, 5, 12]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0588,test,233,0,0,000172,3,"[0, 0, 0]","[3, 51, 47]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0589,test,2,0,0,000172,0,"[0, 0, 8]","[0, 0, 9]"
TopBrain_Data_Release_Batches1n2_081425,sample_000172_0592,test,140,0,0,000172,3,"[0, 0, 0]","[3, 11, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0083,test,7,0,0,000174,0,"[47, 63, 39]","[50, 63, 41]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0084,test,7,0,0,000174,0,"[47, 63, 6]","[50, 63, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0090,test,1,0,0,000174,0,"[63, 63, 19]","[63, 63, 19]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0153,test,7,0,0,000174,0,"[10, 63, 39]","[13, 63, 41]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0154,test,7,0,0,000174,0,"[10, 63, 6]","[13, 63, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0160,test,7,0,0,000174,0,"[26, 63, 18]","[29, 63, 20]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0175,test,66,0,0,000174,1,"[62, 42, 3]","[63, 58, 7]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0180,test,66,0,0,000174,1,"[62, 3, 3]","[63, 19, 7]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0255,test,18,0,0,000174,0,"[45, 0, 2]","[55, 0, 3]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0300,test,367,0,0,000174,4,"[34, 57, 56]","[49, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0325,test,18,0,0,000174,0,"[8, 0, 2]","[18, 0, 3]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0332,test,1,0,0,000174,0,"[63, 0, 44]","[63, 0, 44]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0333,test,1,0,0,000174,0,"[63, 0, 11]","[63, 0, 11]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0370,test,347,0,0,000174,4,"[0, 57, 56]","[12, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0440,test,305,0,0,000174,3,"[48, 56, 58]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0503,test,10,0,0,000174,0,"[61, 61, 52]","[63, 63, 54]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0504,test,10,0,0,000174,0,"[61, 61, 19]","[63, 63, 21]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0510,test,333,0,0,000174,3,"[11, 56, 58]","[29, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0514,test,34,0,0,000174,1,"[62, 0, 1]","[63, 6, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0596,test,1,0,0,000174,0,"[0, 15, 63]","[0, 15, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0602,test,6,0,0,000174,0,"[0, 0, 43]","[0, 2, 45]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0603,test,6,0,0,000174,0,"[0, 0, 10]","[0, 2, 12]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0612,test,2,0,0,000174,0,"[0, 60, 63]","[0, 61, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0617,test,2,0,0,000174,0,"[0, 21, 63]","[0, 22, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0720,test,6,0,0,000174,1,"[0, 62, 33]","[3, 63, 34]"
TopBrain_Data_Release_Batches1n2_081425,sample_000174_0812,test,19,0,0,000174,0,"[0, 31, 63]","[11, 37, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000179_0035,test,34,0,0,000179,3,"[58, 22, 60]","[63, 25, 62]"
TopBrain_Data_Release_Batches1n2_081425,sample_000179_0122,test,5,1,0,000179,1,"[0, 61, 41]","[1, 62, 42]"
TopBrain_Data_Release_Batches1n2_081425,sample_000179_0123,test,5,1,0,000179,1,"[0, 61, 11]","[1, 62, 12]"
TopBrain_Data_Release_Batches1n2_081425,sample_000179_0128,test,1,0,0,000179,0,"[0, 63, 54]","[0, 63, 54]"
TopBrain_Data_Release_Batches1n2_081425,sample_000179_0141,test,43,0,0,000179,1,"[56, 0, 0]","[63, 1, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000179_0202,test,2,0,0,000179,0,"[63, 0, 43]","[63, 0, 44]"
TopBrain_Data_Release_Batches1n2_081425,sample_000179_0260,test,2,0,0,000179,0,"[62, 0, 45]","[63, 0, 45]"
TopBrain_Data_Release_Batches1n2_081425,sample_000179_0261,test,2,0,0,000179,0,"[62, 0, 15]","[63, 0, 15]"
TopBrain_Data_Release_Batches1n2_081425,sample_000179_0438,test,7,0,0,000179,0,"[33, 0, 63]","[35, 2, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000179_0490,test,9,0,0,000179,0,"[0, 34, 63]","[2, 38, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000179_0533,test,406,0,0,000179,4,"[0, 0, 0]","[7, 6, 14]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0158,test,57,0,0,000205,1,"[62, 31, 57]","[63, 52, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0159,test,120,0,0,000205,1,"[62, 31, 22]","[63, 63, 34]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0166,test,40,0,0,000205,1,"[62, 0, 59]","[63, 13, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0167,test,600,0,0,000205,5,"[58, 0, 24]","[63, 63, 46]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0175,test,1374,0,0,000205,5,"[58, 0, 35]","[63, 63, 51]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0183,test,1600,0,0,000205,4,"[55, 0, 43]","[63, 63, 53]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0201,test,85,0,0,000205,1,"[62, 37, 54]","[63, 48, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0215,test,356,0,0,000205,4,"[59, 0, 0]","[63, 12, 12]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0327,test,2319,0,0,000205,6,"[0, 0, 41]","[6, 63, 53]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0349,test,256,0,0,000205,3,"[0, 47, 41]","[3, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0356,test,47,0,0,000205,1,"[0, 33, 55]","[1, 40, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0357,test,571,0,0,000205,3,"[0, 9, 20]","[3, 40, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0358,test,969,0,0,000205,4,"[0, 0, 0]","[4, 32, 47]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0359,test,335,0,0,000205,4,"[0, 0, 0]","[4, 12, 12]"
TopBrain_Data_Release_Batches1n2_081425,sample_000205_0410,test,46,0,0,000205,1,"[0, 25, 56]","[1, 35, 59]"
TopBrain_Data_Release_Batches1n2_081425,sample_000210_0084,test,28,0,0,000210,1,"[32, 31, 62]","[38, 33, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000210_0210,test,2,0,0,000210,0,"[63, 60, 35]","[63, 60, 36]"
TopBrain_Data_Release_Batches1n2_081425,sample_000210_0223,test,2,0,0,000210,0,"[63, 23, 35]","[63, 23, 36]"
TopBrain_Data_Release_Batches1n2_081425,sample_000210_0344,test,12,0,0,000210,0,"[0, 0, 36]","[2, 0, 41]"
TopBrain_Data_Release_Batches1n2_081425,sample_000210_0345,test,8,0,0,000210,0,"[0, 0, 0]","[2, 0, 3]"
TopBrain_Data_Release_Batches1n2_081425,sample_000210_0357,test,14,0,0,000210,0,"[0, 48, 49]","[0, 52, 53]"
TopBrain_Data_Release_Batches1n2_081425,sample_000210_0358,test,14,0,0,000210,0,"[0, 48, 11]","[0, 52, 15]"
TopBrain_Data_Release_Batches1n2_081425,sample_000210_0371,test,14,0,0,000210,0,"[0, 11, 11]","[0, 15, 15]"
TopBrain_Data_Release_Batches1n2_081425,sample_000210_0378,test,4,0,0,000210,0,"[63, 0, 3]","[63, 1, 5]"
TopBrain_Data_Release_Batches1n2_081425,sample_000210_0406,test,753,0,0,000210,4,"[56, 29, 41]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000210_0407,test,808,0,0,000210,4,"[56, 29, 3]","[63, 63, 33]"
TopBrain_Data_Release_Batches1n2_081425,sample_000210_0410,test,197,0,0,000210,2,"[60, 58, 40]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000210_0411,test,239,0,0,000210,2,"[60, 58, 1]","[63, 63, 31]"
