sample_id,dataset,modality,subject,split,node_count,edge_count
sample_000031_0011,ixi,mra,IXI087-Guys-0768-MRA_IXI-Guys,test,138,138
sample_000094_0119,ixi,mra,IXI218-HH-1815-MRA_IXI-HH,test,138,132
sample_000008_0012,ixi,mra,IXI048-HH-1326-MRA_IXI-HH,train,137,145
sample_000021_0098,ixi,mra,IXI071-Guys-0770-MRA_IXI-Guys,train,137,150
sample_000025_0089,ixi,mra,IXI077-Guys-0752-MRA_IXI-Guys,train,137,132
sample_000035_0068,ixi,mra,IXI094-HH-1355-MRA_IXI-HH,train,137,130
sample_000036_0118,ixi,mra,IXI095-HH-1390-MRA_IXI-HH,train,137,153
sample_000049_0067,ixi,mra,IXI113-Guys-0776-MRA_IXI-Guys,train,137,155
sample_000056_0077,ixi,mra,IXI129-Guys-0775-MRA_IXI-Guys,train,137,148
sample_000059_0030,ixi,mra,IXI132-HH-1415-MRA_IXI-HH,train,137,144
sample_000061_0064,ixi,mra,IXI136-HH-1452-MRA_IXI-HH,train,137,156
sample_000064_0008,ixi,mra,IXI144-Guys-0788-MRA_IXI-Guys,train,137,149
sample_000064_0029,ixi,mra,IXI144-Guys-0788-MRA_IXI-Guys,train,137,141
sample_000069_0101,ixi,mra,IXI159-HH-1549-MRA_IXI-HH,train,137,133
sample_000069_0121,ixi,mra,IXI159-HH-1549-MRA_IXI-HH,train,137,136
sample_000073_0075,ixi,mra,IXI165-HH-1589-MRA_IXI-HH,train,137,153
sample_000082_0131,ixi,mra,IXI179-Guys-0777-MRA_IXI-Guys,train,137,131
sample_000095_0066,ixi,mra,IXI219-Guys-0894-MRA_IXI-Guys,train,137,149
sample_000107_0062,ixi,mra,IXI254-HH-1705-MRA_IXI-HH,train,137,140
sample_000110_0011,ixi,mra,IXI262-HH-1861-MRA_IXI-HH,train,137,133
sample_000110_0031,ixi,mra,IXI262-HH-1861-MRA_IXI-HH,train,137,139
sample_000126_0028,ixi,mra,IXI293-IOP-0876-MRA_IXI-IOP,train,137,150
sample_000138_0069,ixi,mra,IXI347-IOP-0927-MRA_IXI-IOP,train,137,146
sample_000150_0046,ixi,mra,IXI462-IOP-1042-MRA_IXI-IOP,train,137,152
sample_000151_0030,ixi,mra,IXI463-IOP-1043-MRA_IXI-IOP,train,137,143
sample_000156_0102,ixi,mra,IXI478-IOP-1142-MRA_IXI-IOP,train,137,153
sample_000084_0085,ixi,mra,IXI194-Guys-0818-MRA_IXI-Guys,val,137,147
sample_000086_0084,ixi,mra,IXI196-Guys-0805-MRA_IXI-Guys,val,137,144
sample_000115_0069,ixi,mra,IXI269-Guys-0839-MRA_IXI-Guys,val,137,150
sample_000117_0087,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,137,138
sample_000155_0060,ixi,mra,IXI477-IOP-1141-MRA_IXI-IOP,val,137,148
sample_000052_0009,ixi,mra,IXI122-Guys-0773-MRA_IXI-Guys,test,137,135
sample_000052_0117,ixi,mra,IXI122-Guys-0773-MRA_IXI-Guys,test,137,137
sample_000054_0118,ixi,mra,IXI127-HH-1451-MRA_IXI-HH,test,137,148
sample_000057_0032,ixi,mra,IXI130-HH-1528-MRA_IXI-HH,test,137,149
sample_000021_0100,ixi,mra,IXI071-Guys-0770-MRA_IXI-Guys,train,136,151
sample_000060_0066,ixi,mra,IXI135-Guys-0779-MRA_IXI-Guys,train,136,154
sample_000069_0009,ixi,mra,IXI159-HH-1549-MRA_IXI-HH,train,136,134
sample_000069_0066,ixi,mra,IXI159-HH-1549-MRA_IXI-HH,train,136,152
sample_000072_0032,ixi,mra,IXI163-HH-1621-MRA_IXI-HH,train,136,150
sample_000083_0100,ixi,mra,IXI189-Guys-0799-MRA_IXI-Guys,train,136,147
sample_000083_0119,ixi,mra,IXI189-Guys-0799-MRA_IXI-Guys,train,136,135
sample_000085_0132,ixi,mra,IXI195-HH-1620-MRA_IXI-HH,train,136,139
sample_000097_0119,ixi,mra,IXI226-HH-1618-MRA_IXI-HH,train,136,133
sample_000111_0099,ixi,mra,IXI263-HH-1684-MRA_IXI-HH,train,136,129
sample_000148_0131,ixi,mra,IXI426-IOP-1011-MRA_IXI-IOP,train,136,143
sample_000160_0074,ixi,mra,IXI542-IOP-1147-MRA_IXI-IOP,train,136,136
sample_000165_0102,ixi,mra,IXI571-IOP-1154-MRA_IXI-IOP,train,136,150
sample_000167_0030,ixi,mra,IXI588-IOP-1158-MRA_IXI-IOP,train,136,150
sample_000019_0011,ixi,mra,IXI069-Guys-0769-MRA_IXI-Guys,val,136,135
sample_000086_0030,ixi,mra,IXI196-Guys-0805-MRA_IXI-Guys,val,136,142
sample_000117_0085,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,136,127
sample_000117_0099,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,136,143
sample_000120_0009,ixi,mra,IXI278-HH-1771-MRA_IXI-HH,val,136,137
sample_000158_0064,ixi,mra,IXI517-IOP-1144-MRA_IXI-IOP,val,136,148
sample_000163_0101,ixi,mra,IXI561-IOP-1152-MRA_IXI-IOP,val,136,140
sample_000016_0011,ixi,mra,IXI065-Guys-0744-MRA_IXI-Guys,test,136,135
sample_000081_0028,ixi,mra,IXI177-Guys-0831-MRA_IXI-Guys,test,136,143
sample_000089_0031,ixi,mra,IXI202-HH-1526-MRA_IXI-HH,test,136,138
sample_000127_0029,ixi,mra,IXI294-IOP-0868-MRA_IXI-IOP,test,136,136
sample_000002_0103,ixi,mra,IXI034-HH-1260-MRA_IXI-HH,train,135,134
sample_000022_0061,ixi,mra,IXI073-Guys-0755-MRA_IXI-Guys,train,135,151
sample_000026_0077,ixi,mra,IXI078-Guys-0751-MRA_IXI-Guys,train,135,147
sample_000032_0131,ixi,mra,IXI091-Guys-0762-MRA_IXI-Guys,train,135,138
sample_000034_0069,ixi,mra,IXI093-HH-1359-MRA_IXI-HH,train,135,157
sample_000037_0034,ixi,mra,IXI096-HH-1391-MRA_IXI-HH,train,135,143
sample_000041_0010,ixi,mra,IXI102-HH-1416-MRA_IXI-HH,train,135,151
sample_000041_0111,ixi,mra,IXI102-HH-1416-MRA_IXI-HH,train,135,147
sample_000044_0067,ixi,mra,IXI105-HH-1471-MRA_IXI-HH,train,135,140
sample_000050_0008,ixi,mra,IXI119-Guys-0765-MRA_IXI-Guys,train,135,141
sample_000059_0067,ixi,mra,IXI132-HH-1415-MRA_IXI-HH,train,135,150
sample_000087_0010,ixi,mra,IXI197-Guys-0811-MRA_IXI-Guys,train,135,137
sample_000087_0028,ixi,mra,IXI197-Guys-0811-MRA_IXI-Guys,train,135,138
sample_000088_0119,ixi,mra,IXI201-HH-1588-MRA_IXI-HH,train,135,125
sample_000097_0012,ixi,mra,IXI226-HH-1618-MRA_IXI-HH,train,135,141
sample_000105_0026,ixi,mra,IXI252-HH-1693-MRA_IXI-HH,train,135,153
sample_000107_0118,ixi,mra,IXI254-HH-1705-MRA_IXI-HH,train,135,139
sample_000121_0067,ixi,mra,IXI280-HH-1860-MRA_IXI-HH,train,135,154
sample_000134_0011,ixi,mra,IXI333-IOP-0926-MRA_IXI-IOP,train,135,137
sample_000144_0076,ixi,mra,IXI395-IOP-0969-MRA_IXI-IOP,train,135,150
sample_000150_0048,ixi,mra,IXI462-IOP-1042-MRA_IXI-IOP,train,135,142
sample_000152_0066,ixi,mra,IXI469-IOP-1136-MRA_IXI-IOP,train,135,162
sample_000001_0033,ixi,mra,IXI033-HH-1259-MRA_IXI-HH,val,135,150
sample_000046_0119,ixi,mra,IXI107-Guys-0761-MRA_IXI-Guys,val,135,123
sample_000058_0084,ixi,mra,IXI131-HH-1527-MRA_IXI-HH,val,135,148
sample_000071_0029,ixi,mra,IXI162-HH-1548-MRA_IXI-HH,val,135,143
sample_000117_0010,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,135,145
sample_000117_0065,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,135,142
sample_000117_0121,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,135,135
sample_000120_0135,ixi,mra,IXI278-HH-1771-MRA_IXI-HH,val,135,132
sample_000052_0100,ixi,mra,IXI122-Guys-0773-MRA_IXI-Guys,test,135,152
sample_000052_0102,ixi,mra,IXI122-Guys-0773-MRA_IXI-Guys,test,135,145
sample_000094_0117,ixi,mra,IXI218-HH-1815-MRA_IXI-HH,test,135,129
sample_000123_0030,ixi,mra,IXI290-IOP-0874-MRA_IXI-IOP,test,135,155
sample_000029_0076,ixi,mra,IXI085-Guys-0759-MRA_IXI-Guys,train,134,158
sample_000034_0117,ixi,mra,IXI093-HH-1359-MRA_IXI-HH,train,134,133
sample_000043_0009,ixi,mra,IXI104-HH-1450-MRA_IXI-HH,train,134,130
sample_000055_0119,ixi,mra,IXI128-HH-1470-MRA_IXI-HH,train,134,136
sample_000059_0010,ixi,mra,IXI132-HH-1415-MRA_IXI-HH,train,134,139
sample_000062_0117,ixi,mra,IXI137-HH-1472-MRA_IXI-HH,train,134,134
sample_000065_0066,ixi,mra,IXI146-HH-1389-MRA_IXI-HH,train,134,158
sample_000067_0025,ixi,mra,IXI150-HH-1550-MRA_IXI-HH,train,134,137
sample_000073_0131,ixi,mra,IXI165-HH-1589-MRA_IXI-HH,train,134,130
sample_000079_0059,ixi,mra,IXI174-HH-1571-MRA_IXI-HH,train,134,142
sample_000088_0027,ixi,mra,IXI201-HH-1588-MRA_IXI-HH,train,134,127
sample_000095_0068,ixi,mra,IXI219-Guys-0894-MRA_IXI-Guys,train,134,141
sample_000098_0102,ixi,mra,IXI234-IOP-0870-MRA_IXI-IOP,train,134,145
sample_000100_0067,ixi,mra,IXI239-HH-2296-MRA_IXI-HH,train,134,148
sample_000113_0118,ixi,mra,IXI267-HH-1772-MRA_IXI-HH,train,134,143
sample_000139_0028,ixi,mra,IXI371-IOP-0970-MRA_IXI-IOP,train,134,145
sample_000157_0029,ixi,mra,IXI510-IOP-1143-MRA_IXI-IOP,train,134,124
sample_000040_0117,ixi,mra,IXI100-Guys-0747-MRA_IXI-Guys,val,134,136
sample_000086_0012,ixi,mra,IXI196-Guys-0805-MRA_IXI-Guys,val,134,137
sample_000166_0048,ixi,mra,IXI580-IOP-1157-MRA_IXI-IOP,val,134,140
sample_000016_0117,ixi,mra,IXI065-Guys-0744-MRA_IXI-Guys,test,134,137
sample_000054_0099,ixi,mra,IXI127-HH-1451-MRA_IXI-HH,test,134,134
sample_000057_0013,ixi,mra,IXI130-HH-1528-MRA_IXI-HH,test,134,138
sample_000081_0010,ixi,mra,IXI177-Guys-0831-MRA_IXI-Guys,test,134,140
sample_000104_0062,ixi,mra,IXI248-HH-1972-MRA_IXI-HH,test,134,120
sample_000000_0077,ixi,mra,IXI013-HH-1212-MRA_IXI-HH,train,133,137
sample_000009_0119,ixi,mra,IXI050-Guys-0711-MRA_IXI-Guys,train,133,129
sample_000011_0009,ixi,mra,IXI055-Guys-0730-MRA_IXI-Guys,train,133,121
sample_000018_0030,ixi,mra,IXI068-Guys-0756-MRA_IXI-Guys,train,133,146
sample_000018_0120,ixi,mra,IXI068-Guys-0756-MRA_IXI-Guys,train,133,134
sample_000041_0030,ixi,mra,IXI102-HH-1416-MRA_IXI-HH,train,133,147
sample_000042_0100,ixi,mra,IXI103-Guys-0750-MRA_IXI-Guys,train,133,150
sample_000050_0103,ixi,mra,IXI119-Guys-0765-MRA_IXI-Guys,train,133,131
sample_000055_0029,ixi,mra,IXI128-HH-1470-MRA_IXI-HH,train,133,123
sample_000056_0131,ixi,mra,IXI129-Guys-0775-MRA_IXI-Guys,train,133,136
sample_000061_0069,ixi,mra,IXI136-HH-1452-MRA_IXI-HH,train,133,143
sample_000072_0131,ixi,mra,IXI163-HH-1621-MRA_IXI-HH,train,133,136
sample_000082_0011,ixi,mra,IXI179-Guys-0777-MRA_IXI-Guys,train,133,134
sample_000082_0032,ixi,mra,IXI179-Guys-0777-MRA_IXI-Guys,train,133,148
sample_000088_0007,ixi,mra,IXI201-HH-1588-MRA_IXI-HH,train,133,132
sample_000100_0011,ixi,mra,IXI239-HH-2296-MRA_IXI-HH,train,133,129
sample_000134_0112,ixi,mra,IXI333-IOP-0926-MRA_IXI-IOP,train,133,147
sample_000134_0113,ixi,mra,IXI333-IOP-0926-MRA_IXI-IOP,train,133,144
sample_000156_0069,ixi,mra,IXI478-IOP-1142-MRA_IXI-IOP,train,133,140
sample_000198_0127,topbrain,ct,topcow_ct_004,train,133,134
sample_000001_0068,ixi,mra,IXI033-HH-1259-MRA_IXI-HH,val,133,139
sample_000023_0100,ixi,mra,IXI074-Guys-0771-MRA_IXI-Guys,val,133,137
sample_000076_0032,ixi,mra,IXI168-HH-1607-MRA_IXI-HH,val,133,146
sample_000117_0007,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,133,126
sample_000147_0100,ixi,mra,IXI425-IOP-0988-MRA_IXI-IOP,val,133,155
sample_000149_0066,ixi,mra,IXI430-IOP-0990-MRA_IXI-IOP,val,133,154
sample_000054_0029,ixi,mra,IXI127-HH-1451-MRA_IXI-HH,test,133,134
sample_000054_0103,ixi,mra,IXI127-HH-1451-MRA_IXI-HH,test,133,134
sample_000081_0119,ixi,mra,IXI177-Guys-0831-MRA_IXI-Guys,test,133,134
sample_000104_0013,ixi,mra,IXI248-HH-1972-MRA_IXI-HH,test,133,135
sample_000000_0131,ixi,mra,IXI013-HH-1212-MRA_IXI-HH,train,132,127
sample_000002_0119,ixi,mra,IXI034-HH-1260-MRA_IXI-HH,train,132,131
sample_000008_0032,ixi,mra,IXI048-HH-1326-MRA_IXI-HH,train,132,148
sample_000008_0111,ixi,mra,IXI048-HH-1326-MRA_IXI-HH,train,132,133
sample_000024_0011,ixi,mra,IXI076-Guys-0753-MRA_IXI-Guys,train,132,131
sample_000036_0029,ixi,mra,IXI095-HH-1390-MRA_IXI-HH,train,132,139
sample_000036_0121,ixi,mra,IXI095-HH-1390-MRA_IXI-HH,train,132,132
sample_000049_0069,ixi,mra,IXI113-Guys-0776-MRA_IXI-Guys,train,132,139
sample_000053_0010,ixi,mra,IXI123-Guys-0774-MRA_IXI-Guys,train,132,138
sample_000055_0009,ixi,mra,IXI128-HH-1470-MRA_IXI-HH,train,132,129
sample_000072_0114,ixi,mra,IXI163-HH-1621-MRA_IXI-HH,train,132,138
sample_000078_0100,ixi,mra,IXI173-HH-1590-MRA_IXI-HH,train,132,147
sample_000091_0100,ixi,mra,IXI207-Guys-0809-MRA_IXI-Guys,train,132,133
sample_000096_0025,ixi,mra,IXI222-Guys-0819-MRA_IXI-Guys,train,132,131
sample_000105_0008,ixi,mra,IXI252-HH-1693-MRA_IXI-HH,train,132,143
sample_000111_0067,ixi,mra,IXI263-HH-1684-MRA_IXI-HH,train,132,143
sample_000119_0007,ixi,mra,IXI277-HH-1770-MRA_IXI-HH,train,132,122
sample_000126_0100,ixi,mra,IXI293-IOP-0876-MRA_IXI-IOP,train,132,141
sample_000134_0013,ixi,mra,IXI333-IOP-0926-MRA_IXI-IOP,train,132,133
sample_000148_0133,ixi,mra,IXI426-IOP-1011-MRA_IXI-IOP,train,132,134
sample_000001_0066,ixi,mra,IXI033-HH-1259-MRA_IXI-HH,val,132,133
sample_000071_0117,ixi,mra,IXI162-HH-1548-MRA_IXI-HH,val,132,123
sample_000086_0085,ixi,mra,IXI196-Guys-0805-MRA_IXI-Guys,val,132,140
sample_000115_0028,ixi,mra,IXI269-Guys-0839-MRA_IXI-Guys,val,132,147
sample_000048_0067,ixi,mra,IXI112-Guys-0735-MRA_IXI-Guys,test,132,145
sample_000054_0010,ixi,mra,IXI127-HH-1451-MRA_IXI-HH,test,132,140
sample_000094_0064,ixi,mra,IXI218-HH-1815-MRA_IXI-HH,test,132,147
sample_000101_0112,ixi,mra,IXI241-Guys-0833-MRA_IXI-Guys,test,132,144
sample_000104_0009,ixi,mra,IXI248-HH-1972-MRA_IXI-HH,test,132,132
sample_000104_0060,ixi,mra,IXI248-HH-1972-MRA_IXI-HH,test,132,127
sample_000002_0029,ixi,mra,IXI034-HH-1260-MRA_IXI-HH,train,131,141
sample_000007_0064,ixi,mra,IXI046-Guys-0824-MRA_IXI-Guys,train,131,173
sample_000013_0032,ixi,mra,IXI060-Guys-0709-MRA_IXI-Guys,train,131,145
sample_000024_0010,ixi,mra,IXI076-Guys-0753-MRA_IXI-Guys,train,131,141
sample_000029_0059,ixi,mra,IXI085-Guys-0759-MRA_IXI-Guys,train,131,150
sample_000030_0010,ixi,mra,IXI086-Guys-0728-MRA_IXI-Guys,train,131,134
sample_000032_0109,ixi,mra,IXI091-Guys-0762-MRA_IXI-Guys,train,131,132
sample_000033_0011,ixi,mra,IXI092-HH-1436-MRA_IXI-HH,train,131,132
sample_000036_0031,ixi,mra,IXI095-HH-1390-MRA_IXI-HH,train,131,133
sample_000044_0100,ixi,mra,IXI105-HH-1471-MRA_IXI-HH,train,131,148
sample_000047_0030,ixi,mra,IXI111-Guys-0734-MRA_IXI-Guys,train,131,135
sample_000049_0049,ixi,mra,IXI113-Guys-0776-MRA_IXI-Guys,train,131,134
sample_000049_0066,ixi,mra,IXI113-Guys-0776-MRA_IXI-Guys,train,131,148
sample_000053_0069,ixi,mra,IXI123-Guys-0774-MRA_IXI-Guys,train,131,142
sample_000062_0121,ixi,mra,IXI137-HH-1472-MRA_IXI-HH,train,131,128
sample_000067_0007,ixi,mra,IXI150-HH-1550-MRA_IXI-HH,train,131,127
sample_000069_0068,ixi,mra,IXI159-HH-1549-MRA_IXI-HH,train,131,141
sample_000070_0121,ixi,mra,IXI160-HH-1637-MRA_IXI-HH,train,131,133
sample_000073_0114,ixi,mra,IXI165-HH-1589-MRA_IXI-HH,train,131,142
sample_000073_0129,ixi,mra,IXI165-HH-1589-MRA_IXI-HH,train,131,134
sample_000091_0028,ixi,mra,IXI207-Guys-0809-MRA_IXI-Guys,train,131,136
sample_000092_0119,ixi,mra,IXI214-HH-1636-MRA_IXI-HH,train,131,127
sample_000095_0102,ixi,mra,IXI219-Guys-0894-MRA_IXI-Guys,train,131,126
sample_000103_0010,ixi,mra,IXI246-Guys-0840-MRA_IXI-Guys,train,131,142
sample_000103_0118,ixi,mra,IXI246-Guys-0840-MRA_IXI-Guys,train,131,131
sample_000105_0059,ixi,mra,IXI252-HH-1693-MRA_IXI-HH,train,131,141
sample_000105_0107,ixi,mra,IXI252-HH-1693-MRA_IXI-HH,train,131,128
sample_000106_0066,ixi,mra,IXI253-HH-1694-MRA_IXI-HH,train,131,145
sample_000109_0101,ixi,mra,IXI258-HH-1769-MRA_IXI-HH,train,131,129
sample_000113_0069,ixi,mra,IXI267-HH-1772-MRA_IXI-HH,train,131,131
sample_000126_0060,ixi,mra,IXI293-IOP-0876-MRA_IXI-IOP,train,131,137
sample_000144_0130,ixi,mra,IXI395-IOP-0969-MRA_IXI-IOP,train,131,142
sample_000001_0131,ixi,mra,IXI033-HH-1259-MRA_IXI-HH,val,131,136
sample_000023_0029,ixi,mra,IXI074-Guys-0771-MRA_IXI-Guys,val,131,132
sample_000038_0011,ixi,mra,IXI097-HH-1619-MRA_IXI-HH,val,131,129
sample_000086_0068,ixi,mra,IXI196-Guys-0805-MRA_IXI-Guys,val,131,149
sample_000117_0103,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,131,130
sample_000147_0009,ixi,mra,IXI425-IOP-0988-MRA_IXI-IOP,val,131,141
sample_000147_0101,ixi,mra,IXI425-IOP-0988-MRA_IXI-IOP,val,131,138
sample_000028_0011,ixi,mra,IXI084-Guys-0741-MRA_IXI-Guys,test,131,122
sample_000081_0067,ixi,mra,IXI177-Guys-0831-MRA_IXI-Guys,test,131,144
sample_000118_0067,ixi,mra,IXI276-HH-1840-MRA_IXI-HH,test,131,153
sample_000131_0030,ixi,mra,IXI315-IOP-0888-MRA_IXI-IOP,test,131,151
sample_000007_0011,ixi,mra,IXI046-Guys-0824-MRA_IXI-Guys,train,130,132
sample_000029_0075,ixi,mra,IXI085-Guys-0759-MRA_IXI-Guys,train,130,148
sample_000043_0054,ixi,mra,IXI104-HH-1450-MRA_IXI-HH,train,130,120
sample_000049_0048,ixi,mra,IXI113-Guys-0776-MRA_IXI-Guys,train,130,139
sample_000062_0029,ixi,mra,IXI137-HH-1472-MRA_IXI-HH,train,130,135
sample_000063_0069,ixi,mra,IXI140-Guys-0787-MRA_IXI-Guys,train,130,149
sample_000072_0033,ixi,mra,IXI163-HH-1621-MRA_IXI-HH,train,130,127
sample_000078_0101,ixi,mra,IXI173-HH-1590-MRA_IXI-HH,train,130,134
sample_000091_0031,ixi,mra,IXI207-Guys-0809-MRA_IXI-Guys,train,130,125
sample_000092_0009,ixi,mra,IXI214-HH-1636-MRA_IXI-HH,train,130,127
sample_000103_0028,ixi,mra,IXI246-Guys-0840-MRA_IXI-Guys,train,130,144
sample_000106_0062,ixi,mra,IXI253-HH-1694-MRA_IXI-HH,train,130,137
sample_000113_0087,ixi,mra,IXI267-HH-1772-MRA_IXI-HH,train,130,127
sample_000132_0033,ixi,mra,IXI322-IOP-0891-MRA_IXI-IOP,train,130,139
sample_000151_0069,ixi,mra,IXI463-IOP-1043-MRA_IXI-IOP,train,130,142
sample_000058_0066,ixi,mra,IXI131-HH-1527-MRA_IXI-HH,val,130,148
sample_000076_0031,ixi,mra,IXI168-HH-1607-MRA_IXI-HH,val,130,135
sample_000086_0115,ixi,mra,IXI196-Guys-0805-MRA_IXI-Guys,val,130,130
sample_000147_0010,ixi,mra,IXI425-IOP-0988-MRA_IXI-IOP,val,130,143
sample_000155_0062,ixi,mra,IXI477-IOP-1141-MRA_IXI-IOP,val,130,135
sample_000166_0030,ixi,mra,IXI580-IOP-1157-MRA_IXI-IOP,val,130,136
sample_000031_0069,ixi,mra,IXI087-Guys-0768-MRA_IXI-Guys,test,130,143
sample_000048_0069,ixi,mra,IXI112-Guys-0735-MRA_IXI-Guys,test,130,132
sample_000048_0087,ixi,mra,IXI112-Guys-0735-MRA_IXI-Guys,test,130,134
sample_000057_0033,ixi,mra,IXI130-HH-1528-MRA_IXI-HH,test,130,135
sample_000104_0065,ixi,mra,IXI248-HH-1972-MRA_IXI-HH,test,130,128
sample_000127_0010,ixi,mra,IXI294-IOP-0868-MRA_IXI-IOP,test,130,137
sample_000004_0011,ixi,mra,IXI039-HH-1261-MRA_IXI-HH,train,129,135
sample_000004_0075,ixi,mra,IXI039-HH-1261-MRA_IXI-HH,train,129,151
sample_000007_0066,ixi,mra,IXI046-Guys-0824-MRA_IXI-Guys,train,129,147
sample_000009_0066,ixi,mra,IXI050-Guys-0711-MRA_IXI-Guys,train,129,145
sample_000009_0085,ixi,mra,IXI050-Guys-0711-MRA_IXI-Guys,train,129,143
sample_000009_0117,ixi,mra,IXI050-Guys-0711-MRA_IXI-Guys,train,129,124
sample_000015_0075,ixi,mra,IXI064-Guys-0743-MRA_IXI-Guys,train,129,138
sample_000021_0115,ixi,mra,IXI071-Guys-0770-MRA_IXI-Guys,train,129,131
sample_000027_0031,ixi,mra,IXI083-HH-1357-MRA_IXI-HH,train,129,127
sample_000027_0069,ixi,mra,IXI083-HH-1357-MRA_IXI-HH,train,129,138
sample_000035_0011,ixi,mra,IXI094-HH-1355-MRA_IXI-HH,train,129,129
sample_000042_0011,ixi,mra,IXI103-Guys-0750-MRA_IXI-Guys,train,129,125
sample_000042_0117,ixi,mra,IXI103-Guys-0750-MRA_IXI-Guys,train,129,123
sample_000044_0117,ixi,mra,IXI105-HH-1471-MRA_IXI-HH,train,129,126
sample_000050_0104,ixi,mra,IXI119-Guys-0765-MRA_IXI-Guys,train,129,134
sample_000053_0117,ixi,mra,IXI123-Guys-0774-MRA_IXI-Guys,train,129,116
sample_000056_0074,ixi,mra,IXI129-Guys-0775-MRA_IXI-Guys,train,129,153
sample_000067_0008,ixi,mra,IXI150-HH-1550-MRA_IXI-HH,train,129,135
sample_000074_0060,ixi,mra,IXI166-Guys-0846-MRA_IXI-Guys,train,129,126
sample_000079_0027,ixi,mra,IXI174-HH-1571-MRA_IXI-HH,train,129,130
sample_000092_0067,ixi,mra,IXI214-HH-1636-MRA_IXI-HH,train,129,139
sample_000095_0030,ixi,mra,IXI219-Guys-0894-MRA_IXI-Guys,train,129,128
sample_000100_0117,ixi,mra,IXI239-HH-2296-MRA_IXI-HH,train,129,127
sample_000106_0064,ixi,mra,IXI253-HH-1694-MRA_IXI-HH,train,129,143
sample_000107_0079,ixi,mra,IXI254-HH-1705-MRA_IXI-HH,train,129,137
sample_000111_0011,ixi,mra,IXI263-HH-1684-MRA_IXI-HH,train,129,120
sample_000114_0067,ixi,mra,IXI268-Guys-0858-MRA_IXI-Guys,train,129,138
sample_000114_0085,ixi,mra,IXI268-Guys-0858-MRA_IXI-Guys,train,129,136
sample_000122_0010,ixi,mra,IXI282-HH-2025-MRA_IXI-HH,train,129,132
sample_000132_0075,ixi,mra,IXI322-IOP-0891-MRA_IXI-IOP,train,129,149
sample_000160_0059,ixi,mra,IXI542-IOP-1147-MRA_IXI-IOP,train,129,139
sample_000001_0077,ixi,mra,IXI033-HH-1259-MRA_IXI-HH,val,129,144
sample_000006_0066,ixi,mra,IXI043-Guys-0714-MRA_IXI-Guys,val,129,153
sample_000117_0008,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,129,140
sample_000117_0061,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,129,129
sample_000149_0084,ixi,mra,IXI430-IOP-0990-MRA_IXI-IOP,val,129,145
sample_000163_0102,ixi,mra,IXI561-IOP-1152-MRA_IXI-IOP,val,129,141
sample_000066_0120,ixi,mra,IXI148-HH-1453-MRA_IXI-HH,test,129,133
sample_000081_0011,ixi,mra,IXI177-Guys-0831-MRA_IXI-Guys,test,129,127
sample_000089_0102,ixi,mra,IXI202-HH-1526-MRA_IXI-HH,test,129,137
sample_000131_0011,ixi,mra,IXI315-IOP-0888-MRA_IXI-IOP,test,129,136
sample_000131_0028,ixi,mra,IXI315-IOP-0888-MRA_IXI-IOP,test,129,147
sample_000137_0118,ixi,mra,IXI345-IOP-0928-MRA_IXI-IOP,test,129,137
sample_000137_0137,ixi,mra,IXI345-IOP-0928-MRA_IXI-IOP,test,129,130
sample_000008_0074,ixi,mra,IXI048-HH-1326-MRA_IXI-HH,train,128,142
sample_000042_0010,ixi,mra,IXI103-Guys-0750-MRA_IXI-Guys,train,128,131
sample_000061_0118,ixi,mra,IXI136-HH-1452-MRA_IXI-HH,train,128,131
sample_000062_0069,ixi,mra,IXI137-HH-1472-MRA_IXI-HH,train,128,134
sample_000063_0067,ixi,mra,IXI140-Guys-0787-MRA_IXI-Guys,train,128,147
sample_000064_0027,ixi,mra,IXI144-Guys-0788-MRA_IXI-Guys,train,128,134
sample_000065_0078,ixi,mra,IXI146-HH-1389-MRA_IXI-HH,train,128,140
sample_000069_0084,ixi,mra,IXI159-HH-1549-MRA_IXI-HH,train,128,124
sample_000085_0009,ixi,mra,IXI195-HH-1620-MRA_IXI-HH,train,128,128
sample_000093_0009,ixi,mra,IXI217-HH-1638-MRA_IXI-HH,train,128,132
sample_000096_0011,ixi,mra,IXI222-Guys-0819-MRA_IXI-Guys,train,128,123
sample_000096_0105,ixi,mra,IXI222-Guys-0819-MRA_IXI-Guys,train,128,121
sample_000100_0031,ixi,mra,IXI239-HH-2296-MRA_IXI-HH,train,128,129
sample_000103_0102,ixi,mra,IXI246-Guys-0840-MRA_IXI-Guys,train,128,138
sample_000105_0027,ixi,mra,IXI252-HH-1693-MRA_IXI-HH,train,128,131
sample_000116_0026,ixi,mra,IXI270-Guys-0847-MRA_IXI-Guys,train,128,145
sample_000122_0029,ixi,mra,IXI282-HH-2025-MRA_IXI-HH,train,128,131
