policy,dataset,subject,patch_index,start_x,start_y,start_z,nodes,edges,topology_nodes,degree2_nodes,boundary_nodes
radius_1p5x_c095,topbrain,topcow_mr_002,3,0,0,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,4,0,0,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,5,0,0,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,6,0,40,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,7,0,40,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,8,0,40,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,9,0,40,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,10,0,40,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,11,0,40,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,12,0,80,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,13,0,80,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,14,0,80,80,3,2,0,1,2
radius_1p5x_c095,topbrain,topcow_mr_002,15,0,80,120,3,2,0,1,2
radius_1p5x_c095,topbrain,topcow_mr_002,16,0,80,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,17,0,80,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,18,0,120,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,19,0,120,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,20,0,120,80,6,4,1,2,3
radius_1p5x_c095,topbrain,topcow_mr_002,21,0,120,120,11,8,1,5,5
radius_1p5x_c095,topbrain,topcow_mr_002,22,0,120,160,9,8,0,7,2
radius_1p5x_c095,topbrain,topcow_mr_002,23,0,120,184,6,5,0,4,2
radius_1p5x_c095,topbrain,topcow_mr_002,24,0,160,0,5,4,0,3,2
radius_1p5x_c095,topbrain,topcow_mr_002,25,0,160,40,18,14,0,10,8
radius_1p5x_c095,topbrain,topcow_mr_002,26,0,160,80,16,13,1,10,5
radius_1p5x_c095,topbrain,topcow_mr_002,27,0,160,120,14,12,1,10,3
radius_1p5x_c095,topbrain,topcow_mr_002,28,0,160,160,14,13,1,12,1
radius_1p5x_c095,topbrain,topcow_mr_002,29,0,160,184,10,9,1,8,1
radius_1p5x_c095,topbrain,topcow_mr_002,30,0,200,0,5,4,0,3,2
radius_1p5x_c095,topbrain,topcow_mr_002,31,0,200,40,19,17,1,13,5
radius_1p5x_c095,topbrain,topcow_mr_002,32,0,200,80,23,19,4,13,6
radius_1p5x_c095,topbrain,topcow_mr_002,33,0,200,120,10,6,3,2,5
radius_1p5x_c095,topbrain,topcow_mr_002,34,0,200,160,4,3,0,2,2
radius_1p5x_c095,topbrain,topcow_mr_002,35,0,200,184,4,3,0,2,2
radius_1p5x_c095,topbrain,topcow_mr_002,36,0,240,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,37,0,240,40,4,3,0,2,2
radius_1p5x_c095,topbrain,topcow_mr_002,38,0,240,80,13,10,2,7,4
radius_1p5x_c095,topbrain,topcow_mr_002,39,0,240,120,7,4,2,1,4
radius_1p5x_c095,topbrain,topcow_mr_002,40,0,240,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,41,0,240,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,42,0,280,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,43,0,280,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,44,0,280,80,10,8,1,6,3
radius_1p5x_c095,topbrain,topcow_mr_002,45,0,280,120,9,7,1,5,3
radius_1p5x_c095,topbrain,topcow_mr_002,46,0,280,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,47,0,280,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,48,0,320,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,49,0,320,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,50,0,320,80,7,5,1,3,3
radius_1p5x_c095,topbrain,topcow_mr_002,51,0,320,120,10,8,1,6,3
radius_1p5x_c095,topbrain,topcow_mr_002,52,0,320,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,53,0,320,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,54,0,360,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,55,0,360,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,56,0,360,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,57,0,360,120,6,5,1,4,1
radius_1p5x_c095,topbrain,topcow_mr_002,58,0,360,160,4,3,1,2,1
radius_1p5x_c095,topbrain,topcow_mr_002,59,0,360,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,60,0,400,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,61,0,400,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,62,0,400,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,63,0,400,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,64,0,400,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,65,0,400,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,66,0,440,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,67,0,440,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,68,0,440,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,69,0,440,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,70,0,440,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,71,0,440,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,72,0,472,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,73,0,472,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,74,0,472,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,75,0,472,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,76,0,472,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,77,0,472,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,78,40,0,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,79,40,0,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,80,40,0,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,81,40,0,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,82,40,0,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,83,40,0,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,84,40,40,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,85,40,40,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,86,40,40,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,87,40,40,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,88,40,40,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,89,40,40,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,90,40,80,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,91,40,80,40,3,2,0,1,2
radius_1p5x_c095,topbrain,topcow_mr_002,92,40,80,80,9,8,0,7,2
radius_1p5x_c095,topbrain,topcow_mr_002,93,40,80,120,7,6,0,5,2
radius_1p5x_c095,topbrain,topcow_mr_002,94,40,80,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,95,40,80,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,96,40,120,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,97,40,120,40,10,9,1,6,3
radius_1p5x_c095,topbrain,topcow_mr_002,98,40,120,80,29,24,2,19,8
radius_1p5x_c095,topbrain,topcow_mr_002,99,40,120,120,24,19,3,14,7
radius_1p5x_c095,topbrain,topcow_mr_002,100,40,120,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,101,40,120,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,102,40,160,0,12,11,1,8,3
radius_1p5x_c095,topbrain,topcow_mr_002,103,40,160,40,13,11,1,7,5
radius_1p5x_c095,topbrain,topcow_mr_002,104,40,160,80,47,40,6,24,17
radius_1p5x_c095,topbrain,topcow_mr_002,105,40,160,120,39,34,6,20,13
radius_1p5x_c095,topbrain,topcow_mr_002,106,40,160,160,6,5,1,4,1
radius_1p5x_c095,topbrain,topcow_mr_002,107,40,160,184,6,5,1,4,1
radius_1p5x_c095,topbrain,topcow_mr_002,108,40,200,0,11,10,1,7,3
radius_1p5x_c095,topbrain,topcow_mr_002,109,40,200,40,6,4,0,2,4
radius_1p5x_c095,topbrain,topcow_mr_002,110,40,200,80,34,32,9,13,12
radius_1p5x_c095,topbrain,topcow_mr_002,111,40,200,120,38,39,12,17,9
radius_1p5x_c095,topbrain,topcow_mr_002,112,40,200,160,4,3,0,2,2
radius_1p5x_c095,topbrain,topcow_mr_002,113,40,200,184,4,3,0,2,2
radius_1p5x_c095,topbrain,topcow_mr_002,114,40,240,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,115,40,240,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,116,40,240,80,11,9,2,3,6
radius_1p5x_c095,topbrain,topcow_mr_002,117,40,240,120,15,13,3,7,5
radius_1p5x_c095,topbrain,topcow_mr_002,118,40,240,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,119,40,240,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,120,40,280,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,121,40,280,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,122,40,280,80,4,3,0,2,2
radius_1p5x_c095,topbrain,topcow_mr_002,123,40,280,120,8,6,0,4,4
radius_1p5x_c095,topbrain,topcow_mr_002,124,40,280,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,125,40,280,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,126,40,320,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,127,40,320,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,128,40,320,80,2,1,0,0,2
radius_1p5x_c095,topbrain,topcow_mr_002,129,40,320,120,4,2,0,0,4
radius_1p5x_c095,topbrain,topcow_mr_002,130,40,320,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,131,40,320,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,132,40,360,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,133,40,360,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,134,40,360,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,135,40,360,120,4,3,1,2,1
radius_1p5x_c095,topbrain,topcow_mr_002,136,40,360,160,4,3,1,2,1
radius_1p5x_c095,topbrain,topcow_mr_002,137,40,360,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,138,40,400,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,139,40,400,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,140,40,400,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,141,40,400,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,142,40,400,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,143,40,400,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,144,40,440,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,145,40,440,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,146,40,440,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,147,40,440,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,148,40,440,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,149,40,440,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,150,40,472,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,151,40,472,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,152,40,472,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,153,40,472,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,154,40,472,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,155,40,472,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,156,80,0,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,157,80,0,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,158,80,0,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,159,80,0,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,160,80,0,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,161,80,0,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,162,80,40,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,163,80,40,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,164,80,40,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,165,80,40,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,166,80,40,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,167,80,40,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,168,80,80,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,169,80,80,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,170,80,80,80,6,4,0,2,4
radius_1p5x_c095,topbrain,topcow_mr_002,171,80,80,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,172,80,80,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,173,80,80,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,174,80,120,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,175,80,120,40,5,3,0,1,4
radius_1p5x_c095,topbrain,topcow_mr_002,176,80,120,80,47,43,13,18,16
radius_1p5x_c095,topbrain,topcow_mr_002,177,80,120,120,38,33,7,20,11
radius_1p5x_c095,topbrain,topcow_mr_002,178,80,120,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,179,80,120,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,180,80,160,0,14,11,2,6,6
radius_1p5x_c095,topbrain,topcow_mr_002,181,80,160,40,12,10,0,8,4
radius_1p5x_c095,topbrain,topcow_mr_002,182,80,160,80,54,49,11,25,18
radius_1p5x_c095,topbrain,topcow_mr_002,183,80,160,120,52,49,9,29,14
radius_1p5x_c095,topbrain,topcow_mr_002,184,80,160,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,185,80,160,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,186,80,200,0,16,11,2,4,10
radius_1p5x_c095,topbrain,topcow_mr_002,187,80,200,40,4,3,0,2,2
radius_1p5x_c095,topbrain,topcow_mr_002,188,80,200,80,30,30,8,13,9
radius_1p5x_c095,topbrain,topcow_mr_002,189,80,200,120,49,54,17,24,8
radius_1p5x_c095,topbrain,topcow_mr_002,190,80,200,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,191,80,200,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,192,80,240,0,4,3,0,2,2
radius_1p5x_c095,topbrain,topcow_mr_002,193,80,240,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,194,80,240,80,15,14,3,7,5
radius_1p5x_c095,topbrain,topcow_mr_002,195,80,240,120,26,24,3,16,7
radius_1p5x_c095,topbrain,topcow_mr_002,196,80,240,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,197,80,240,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,198,80,280,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,199,80,280,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,200,80,280,80,12,9,1,4,7
radius_1p5x_c095,topbrain,topcow_mr_002,201,80,280,120,18,16,1,12,5
radius_1p5x_c095,topbrain,topcow_mr_002,202,80,280,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,203,80,280,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,204,80,320,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,205,80,320,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,206,80,320,80,3,2,0,1,2
radius_1p5x_c095,topbrain,topcow_mr_002,207,80,320,120,3,2,0,1,2
radius_1p5x_c095,topbrain,topcow_mr_002,208,80,320,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,209,80,320,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,210,80,360,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,211,80,360,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,212,80,360,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,213,80,360,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,214,80,360,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,215,80,360,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,216,80,400,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,217,80,400,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,218,80,400,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,219,80,400,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,220,80,400,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,221,80,400,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,222,80,440,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,223,80,440,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,224,80,440,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,225,80,440,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,226,80,440,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,227,80,440,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,228,80,472,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,229,80,472,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,230,80,472,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,231,80,472,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,232,80,472,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,233,80,472,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,234,120,0,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,235,120,0,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,236,120,0,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,237,120,0,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,238,120,0,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,239,120,0,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,240,120,40,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,241,120,40,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,242,120,40,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,243,120,40,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,244,120,40,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,245,120,40,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,246,120,80,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,247,120,80,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,248,120,80,80,7,5,0,3,4
radius_1p5x_c095,topbrain,topcow_mr_002,249,120,80,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,250,120,80,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,251,120,80,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,252,120,120,0,2,1,1,0,1
radius_1p5x_c095,topbrain,topcow_mr_002,253,120,120,40,4,3,0,2,2
radius_1p5x_c095,topbrain,topcow_mr_002,254,120,120,80,37,34,7,18,12
radius_1p5x_c095,topbrain,topcow_mr_002,255,120,120,120,22,19,1,14,7
radius_1p5x_c095,topbrain,topcow_mr_002,256,120,120,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,257,120,120,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,258,120,160,0,11,8,2,5,4
radius_1p5x_c095,topbrain,topcow_mr_002,259,120,160,40,14,10,0,6,8
radius_1p5x_c095,topbrain,topcow_mr_002,260,120,160,80,24,18,4,6,14
radius_1p5x_c095,topbrain,topcow_mr_002,261,120,160,120,11,9,0,7,4
radius_1p5x_c095,topbrain,topcow_mr_002,262,120,160,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,263,120,160,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,264,120,200,0,8,6,1,4,3
radius_1p5x_c095,topbrain,topcow_mr_002,265,120,200,40,13,10,0,7,6
radius_1p5x_c095,topbrain,topcow_mr_002,266,120,200,80,13,9,1,5,7
radius_1p5x_c095,topbrain,topcow_mr_002,267,120,200,120,3,2,0,1,2
radius_1p5x_c095,topbrain,topcow_mr_002,268,120,200,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,269,120,200,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,270,120,240,0,5,4,0,3,2
radius_1p5x_c095,topbrain,topcow_mr_002,271,120,240,40,13,11,1,7,5
radius_1p5x_c095,topbrain,topcow_mr_002,272,120,240,80,22,17,2,10,10
radius_1p5x_c095,topbrain,topcow_mr_002,273,120,240,120,5,3,0,1,4
radius_1p5x_c095,topbrain,topcow_mr_002,274,120,240,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,275,120,240,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,276,120,280,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,277,120,280,40,8,6,1,2,5
radius_1p5x_c095,topbrain,topcow_mr_002,278,120,280,80,17,13,1,7,9
radius_1p5x_c095,topbrain,topcow_mr_002,279,120,280,120,5,4,0,3,2
radius_1p5x_c095,topbrain,topcow_mr_002,280,120,280,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,281,120,280,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,282,120,320,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,283,120,320,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,284,120,320,80,15,12,1,9,5
radius_1p5x_c095,topbrain,topcow_mr_002,285,120,320,120,3,2,0,1,2
radius_1p5x_c095,topbrain,topcow_mr_002,286,120,320,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,287,120,320,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,288,120,360,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,289,120,360,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,290,120,360,80,10,8,2,6,2
radius_1p5x_c095,topbrain,topcow_mr_002,291,120,360,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,292,120,360,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,293,120,360,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,294,120,400,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,295,120,400,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,296,120,400,80,2,1,1,0,1
radius_1p5x_c095,topbrain,topcow_mr_002,297,120,400,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,298,120,400,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,299,120,400,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,300,120,440,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,301,120,440,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,302,120,440,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,303,120,440,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,304,120,440,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,305,120,440,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,306,120,472,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,307,120,472,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,308,120,472,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,309,120,472,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,310,120,472,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,311,120,472,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,312,160,0,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,313,160,0,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,314,160,0,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,315,160,0,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,316,160,0,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,317,160,0,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,318,160,40,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,319,160,40,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,320,160,40,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,321,160,40,120,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,322,160,40,160,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,323,160,40,184,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,324,160,80,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,325,160,80,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_002,326,160,80,80,3,2,1,1,1
