index,dataset,modality,split,subject,image,label,shape_x,shape_y,shape_z,spacing_x,spacing_y,spacing_z
141,ixi,mra,train,IXI378-IOP-0972-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI378-IOP-0972-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI378-IOP-0972-MRA_IXI-IOP.nii.gz,270,367,92,0.46000001,0.45999999,0.79999998
142,ixi,mra,train,IXI382-IOP-1135-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI382-IOP-1135-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI382-IOP-1135-MRA_IXI-IOP.nii.gz,288,359,92,0.46000004,0.46000002,0.80000002
143,ixi,mra,train,IXI388-IOP-0973-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI388-IOP-0973-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI388-IOP-0973-MRA_IXI-IOP.nii.gz,313,370,92,0.46,0.46000001,0.80000002
144,ixi,mra,train,IXI395-IOP-0969-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI395-IOP-0969-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI395-IOP-0969-MRA_IXI-IOP.nii.gz,299,399,92,0.46000004,0.46000002,0.80000001
145,ixi,mra,train,IXI423-IOP-0974-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI423-IOP-0974-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI423-IOP-0974-MRA_IXI-IOP.nii.gz,310,389,92,0.46000002,0.46000003,0.80000002
146,ixi,mra,train,IXI424-IOP-0991-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI424-IOP-0991-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI424-IOP-0991-MRA_IXI-IOP.nii.gz,297,383,92,0.46,0.45999999,0.79999998
147,ixi,mra,train,IXI425-IOP-0988-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI425-IOP-0988-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI425-IOP-0988-MRA_IXI-IOP.nii.gz,277,351,92,0.46000002,0.46000001,0.80000002
148,ixi,mra,train,IXI426-IOP-1011-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI426-IOP-1011-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI426-IOP-1011-MRA_IXI-IOP.nii.gz,295,395,92,0.46000001,0.46000002,0.80000001
149,ixi,mra,train,IXI430-IOP-0990-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI430-IOP-0990-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI430-IOP-0990-MRA_IXI-IOP.nii.gz,315,358,92,0.46,0.46000002,0.79999999
150,ixi,mra,train,IXI462-IOP-1042-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI462-IOP-1042-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI462-IOP-1042-MRA_IXI-IOP.nii.gz,286,371,92,0.45999999,0.46000001,0.80000002
151,ixi,mra,train,IXI463-IOP-1043-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI463-IOP-1043-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI463-IOP-1043-MRA_IXI-IOP.nii.gz,297,377,92,0.46,0.46000001,0.80000002
152,ixi,mra,train,IXI469-IOP-1136-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI469-IOP-1136-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI469-IOP-1136-MRA_IXI-IOP.nii.gz,311,377,92,0.46000003,0.46000004,0.80000003
153,ixi,mra,train,IXI474-IOP-1138-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI474-IOP-1138-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI474-IOP-1138-MRA_IXI-IOP.nii.gz,284,357,92,0.46000001,0.46000002,0.8
154,ixi,mra,train,IXI475-IOP-1139-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI475-IOP-1139-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI475-IOP-1139-MRA_IXI-IOP.nii.gz,302,376,92,0.46000004,0.46000001,0.79999998
155,ixi,mra,train,IXI477-IOP-1141-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI477-IOP-1141-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI477-IOP-1141-MRA_IXI-IOP.nii.gz,276,367,92,0.46000002,0.45999999,0.80000003
156,ixi,mra,train,IXI478-IOP-1142-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI478-IOP-1142-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI478-IOP-1142-MRA_IXI-IOP.nii.gz,298,383,92,0.46000001,0.46,0.80000002
157,ixi,mra,train,IXI510-IOP-1143-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI510-IOP-1143-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI510-IOP-1143-MRA_IXI-IOP.nii.gz,286,382,92,0.45999999,0.46000001,0.79999999
158,ixi,mra,train,IXI517-IOP-1144-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI517-IOP-1144-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI517-IOP-1144-MRA_IXI-IOP.nii.gz,303,379,92,0.46,0.46000002,0.80000001
159,ixi,mra,train,IXI541-IOP-1146-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI541-IOP-1146-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI541-IOP-1146-MRA_IXI-IOP.nii.gz,288,363,92,0.46000003,0.46000003,0.80000002
160,ixi,mra,train,IXI542-IOP-1147-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI542-IOP-1147-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI542-IOP-1147-MRA_IXI-IOP.nii.gz,278,328,92,0.45999998,0.46,0.80000002
161,ixi,mra,train,IXI547-IOP-1149-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI547-IOP-1149-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI547-IOP-1149-MRA_IXI-IOP.nii.gz,287,362,92,0.45999999,0.46,0.80000001
162,ixi,mra,train,IXI553-IOP-1151-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI553-IOP-1151-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI553-IOP-1151-MRA_IXI-IOP.nii.gz,303,395,92,0.46000001,0.46000001,0.80000001
163,ixi,mra,train,IXI561-IOP-1152-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI561-IOP-1152-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI561-IOP-1152-MRA_IXI-IOP.nii.gz,296,373,92,0.46000002,0.46000001,0.80000001
164,ixi,mra,train,IXI563-IOP-1153-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI563-IOP-1153-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI563-IOP-1153-MRA_IXI-IOP.nii.gz,294,362,92,0.46000001,0.46,0.80000001
165,ixi,mra,train,IXI571-IOP-1154-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI571-IOP-1154-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI571-IOP-1154-MRA_IXI-IOP.nii.gz,280,377,92,0.46000002,0.46000001,0.79999999
166,ixi,mra,train,IXI580-IOP-1157-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI580-IOP-1157-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI580-IOP-1157-MRA_IXI-IOP.nii.gz,293,383,92,0.46000001,0.45999999,0.80000007
167,ixi,mra,train,IXI588-IOP-1158-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI588-IOP-1158-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI588-IOP-1158-MRA_IXI-IOP.nii.gz,295,366,92,0.46,0.46000002,0.79999998
168,ixi,mra,train,IXI596-IOP-1160-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI596-IOP-1160-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI596-IOP-1160-MRA_IXI-IOP.nii.gz,293,378,92,0.46000002,0.46,0.80000003
169,ixi,mra,train,IXI597-IOP-1161-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI597-IOP-1161-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI597-IOP-1161-MRA_IXI-IOP.nii.gz,282,367,92,0.46000001,0.46,0.80000003
170,topbrain,mr,train,topcow_mr_001,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_001_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_001.nii.gz,508,585,189,0.29687499,0.29687499,0.59999418
171,topbrain,mr,train,topcow_mr_002,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_002_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_002.nii.gz,480,536,248,0.29687497,0.296875,0.60000159
172,topbrain,mr,train,topcow_mr_003,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_003_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_003.nii.gz,510,577,179,0.29687501,0.296875,0.59999997
173,topbrain,mr,train,topcow_mr_004,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_004_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_004.nii.gz,500,607,200,0.29687498,0.29687501,0.60000202
174,topbrain,mr,train,topcow_mr_005,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_005_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_005.nii.gz,470,566,196,0.296875,0.29687501,0.60000113
175,topbrain,mr,train,topcow_mr_006,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_006_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_006.nii.gz,429,507,139,0.3515625,0.3515625,0.50000078
176,topbrain,mr,train,topcow_mr_007,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_007_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_007.nii.gz,490,561,200,0.29687501,0.296875,0.59999622
177,topbrain,mr,train,topcow_mr_008,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_008_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_008.nii.gz,485,592,181,0.29687499,0.29687499,0.59999726
178,topbrain,mr,train,topcow_mr_010,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_010_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_010.nii.gz,459,556,194,0.296875,0.29687501,0.59999942
179,topbrain,mr,train,topcow_mr_011,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_011_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_011.nii.gz,470,581,153,0.29687499,0.296875,0.6000003
180,topbrain,mr,train,topcow_mr_012,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_012_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_012.nii.gz,469,611,174,0.296875,0.296875,0.59999795
181,topbrain,mr,train,topcow_mr_013,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_013_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_013.nii.gz,470,597,186,0.296875,0.296875,0.59999847
182,topbrain,mr,train,topcow_mr_014,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_014_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_014.nii.gz,485,636,174,0.296875,0.29687501,0.60000166
183,topbrain,mr,train,topcow_mr_015,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_015_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_015.nii.gz,485,587,189,0.29687498,0.29687499,0.59999442
184,topbrain,mr,train,topcow_mr_016,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_016_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_016.nii.gz,464,541,200,0.29687501,0.29687499,0.59999911
185,topbrain,mr,train,topcow_mr_017,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_017_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_017.nii.gz,515,627,189,0.296875,0.29687502,0.59999788
186,topbrain,mr,train,topcow_mr_018,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_018_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_018.nii.gz,490,616,176,0.29687499,0.296875,0.59999598
187,topbrain,mr,train,topcow_mr_020,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_020_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_020.nii.gz,480,611,176,0.29687498,0.296875,0.60000428
188,topbrain,mr,train,topcow_mr_021,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_021_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_021.nii.gz,479,585,174,0.296875,0.29687499,0.59999839
189,topbrain,mr,train,topcow_mr_022,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_022_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_022.nii.gz,495,592,199,0.29687498,0.29687499,0.59999651
190,topbrain,mr,train,topcow_mr_023,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_023_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_023.nii.gz,495,577,194,0.296875,0.29687501,0.60000036
191,topbrain,mr,train,topcow_mr_024,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_024_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_024.nii.gz,475,570,149,0.296875,0.29687498,0.6000002
192,topbrain,mr,train,topcow_mr_025,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_025_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_025.nii.gz,450,551,190,0.29687499,0.29687499,0.5999941
193,topbrain,mr,train,topcow_mr_026,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_026_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_026.nii.gz,464,561,174,0.29687499,0.296875,0.60000068
194,topbrain,mr,train,topcow_mr_027,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_mr/topcow_mr_027_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_mr/topcow_mr_027.nii.gz,470,597,181,0.296875,0.296875,0.59999841
195,topbrain,ct,train,topcow_ct_001,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_001_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_001.nii.gz,284,327,243,0.50781298,0.50781298,0.625
196,topbrain,ct,train,topcow_ct_002,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_002_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_002.nii.gz,289,347,203,0.45703125,0.45703125,0.69995117
197,topbrain,ct,train,topcow_ct_003,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_003_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_003.nii.gz,281,313,182,0.50390625,0.50390625,0.75
198,topbrain,ct,train,topcow_ct_004,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_004_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_004.nii.gz,351,431,224,0.40625,0.40625,0.70001221
199,topbrain,ct,train,topcow_ct_005,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_005_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_005.nii.gz,332,417,184,0.3984375,0.3984375,0.75
200,topbrain,ct,train,topcow_ct_006,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_006_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_006.nii.gz,286,369,216,0.484375,0.484375,0.75
201,topbrain,ct,train,topcow_ct_007,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_007_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_007.nii.gz,258,321,208,0.54492188,0.54492188,0.75
202,topbrain,ct,train,topcow_ct_008,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_008_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_008.nii.gz,270,338,204,0.50390625,0.50390625,0.75
203,topbrain,ct,train,topcow_ct_010,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_010_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_010.nii.gz,295,386,196,0.43164062,0.43164062,0.75
204,topbrain,ct,train,topcow_ct_011,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_011_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_011.nii.gz,269,334,295,0.49804688,0.49804688,0.5
205,topbrain,ct,train,topcow_ct_012,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_012_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_012.nii.gz,266,371,311,0.49804688,0.49804688,0.5
206,topbrain,ct,train,topcow_ct_013,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_013_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_013.nii.gz,326,433,168,0.40234375,0.40234375,0.70000076
207,topbrain,ct,train,topcow_ct_014,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_014_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_014.nii.gz,247,328,211,0.55273438,0.55273438,0.75
208,topbrain,ct,train,topcow_ct_015,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_015_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_015.nii.gz,316,390,203,0.43164062,0.43164062,0.75
